,directory,hotel,review,score,sentiment
902,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/603489802.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""Outstanding hotel, bright open design, so contemporary from the lobby to the room. \n\nSmart room design with plugs everywhere for devices. \n\nHuge washroom with new fixtures and big fluffy towels. \n\nFridge, microwave and feather pillows. \n\nWarm fast check in, love the popcorn at night for the kids. \n\n7 minutes from downtown despite the remote looking area (and free parking) \n\nBreakfast is a huge plus, yes a standard food offering but a huge bright room with booths for families and an outdoor patio. \n\nOne small drawback, just one. We booked this place because it has a \u201C100ft water slide\u201D which it does but the pool is a postage stamp really built just for kids. They had a great time but if I was here on business it would have been annoying. \n\nOther than that, wow, an inspirational stay. \n\nHighly recommend.",5,positive
903,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/355879806.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""I've stayed here 6 or 7 times in the last year, sometimes in a regular room, usually in a suite.\n\nThis is one of the most consistent properties I've stayed at. The property and the service have far exceeded my expectations every time.\n\nThe front desk staff is friendly, knowledgable and quick to address any issues - the only issues we have ever had were regarding other guests either smoking in the halls\u002Felevators or allowing their kids to run amok in the halls.\n\nThe rooms are spacious, clean and well appointed. Beds are comfortable with lots of pillows. Special requests can be made ahead of time (extra towels, foam\u002Ffeather pillows, feather free rooms, etc.) on the website and have always been granted.\n\nThe shuttle service is prompt and the drivers are also very friendly.\n\nI always leave on an early flight so I miss the hot breakfast, however I've always been offered either self-serve continental breakfast or a grab-and-go bag with juice, yogurt, muffin and fruit. A very nice touch.\n\nThe pool area is nice, clean and always has fresh towels. The water slide is a big hit with kids and adults alike.\n\nThe hotel offers free wifi.\n\nI can't praise the staff and management at this hotel enough for doing a fantastic job. I highly recommend this hotel.",5,positive
904,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/286301684.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""Stayed here with the kids going back and fourth to the arena. Great location to the arena as well as downtown. Hotel is clean modern, great water slide for the kids. Room was spacious and bed was comfortable. Great rate, better than other hotels that don't offer the same. Breakfast was free and was more than enough options to keep us all happy. We will stay again for sure.",5,positive
905,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/170466262.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""The \""Suites\"" in the name has always left me scratching my head because, as one viewer notes, the rooms are NOT suites but the level of comfort is very good.  I definitely appreciated the large room, stand up shower, large flat screen TV (as compared to the small TV at the Westin in downtown Halifax where I am writing this review) and refrigerator (also lacking at the Westin).\n\nNear the airport and the Trans-Canada Highway.\n\nIf looking for lunch or dinner recommendations the hotel staff will recommend Bistro 33 which is less than a mile away and is VERY good and not to be missed.  Be sure to order the daily special which, as the owner \u002F chef told me, is locally sourced.",5,positive
906,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/313028314.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""The location of this hotel in the middle of an industrial park near the airport is ideal if you are flying out of the city early.\nBut if you're looking for Maritime scenery or downtown fun this is not the place.\nInside, the hotel is clean, chic and comfy.\nThe breakfast is decent: eggs, toast, waffles, yogurt etc.\nA big shout out to the staff.  They are efficient and friendly, offering a touch of Maritime hospitality in the middle of an industrial park.",4,positive
907,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/623264525.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""Clean, comfortable. If you\u2019re touring for lobsters in Shediac at the same time enjoying Moncton then this is the place to stay. Close to the airport as well\n\nCurrent road construction on the interchange makes it difficult to access but it will end before Nov 2018.\n\nBreakfast buffet could be made better with more hot dishes.\n",4,positive
908,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/400371543.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""Very clean rooms! The rooms are super clean and are roomy. The bathroom is large and offers a very nice, walk-in shower in the suites. Breakfast was tasty. There's a large variety of foods from toast to waffles to eggs. The location is kinda out of the way, so if you're looking for something near the downtown area, this is not the place. Overall, a great stay. Cleanliness is top of the line around there! ",5,positive
909,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/189767347.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""i just stayed here as part of a hockey team tournament. It is a new hotel so as expected clean and nice. Best and pillows excellent.  Nice lobby area and morning dining area. As the area is a new development area everything was a drive which is a factor when considering a stay if you want to have restaurants and amenities within a walk.",4,positive
910,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/515668857.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""My family has stayed at DP Murphy hotels a few times on the way through NB. Always amazing service, great amenities, very comfortable rooms for myself, my wife, and three kids. Location is a bit ridiculous ... but it's an airport hotel, so i guess that's fine. They provide shuttles downtown.",5,positive
911,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/170636618.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""We stayed here over three nights (separated into two stays) at the end of July.  The hotel was brand new having opened earlier that month.  Hence, everything was very clean.  The front desk was courteous and we had no problems checking in.  The location is very close to the airport, so it is very convenient if you have a late\u002Fearly flight.  There really isn't much nearby otherwise.  There is a Tim Hortons and Shell gas station down the road, as well as a Holiday Inn express.  That's it!  If you want anything else, you'll have to drive into the city, which wasn't a problem for us.  There is a HUGE cellular antenna to the back of the property and one of the rooms we had faced this directly, which bothered me.  Our subsequent nights faced the front, and I think I got better sleep not having the antenna staring at me.\n\nThe breakfast was adequate.  However, the eggs were *interesting*.  They were NEON yellow and of funny texture.  Sure it's made from liquid, but it was so NEON - I wasn't sure it was completely edible.  The turkey sausage or whatever was a bit salty.  Other than that, the yoghurt, bread, fruits, etc. were plentiful.  The kitchen was a bit slow to restock the hot items.  I've had better at other Marriott locations.  Ah well, it's free.\n\nIf we do visit again, we'll definitely consider staying here again cuz it's new and because it is near the airport.",4,positive
912,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/205965854.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""Stayed here May 16-17 with 2 grandchildren aged 7 and 4. The hotel is in excellent condition and the pool and water slide were a big hit with the kids. The breakfast was excellent and the staff accommodated a late checkout time and even provided shuttle service to the VIA Rail station for our train trip back to Nova Scotia. Highly recommend this hotel if you are planning to be in Moncton.",5,positive
913,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/445358666.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""We were selling our house and needed a place to stay before being able to move in out new home. Got a free room through the airmiles program. We were 4: 2 adults + 2 kids (age 4 and 1). The room was very comfortable. The breakfast was amazing. It has plenty of hot and cold options for all.",5,positive
914,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/171992115.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""We stayed here for one night this August for my cousin's wedding in Moncton area. The hotel is pretty brand new. It's very close drive from the Moncton airport (YQM) and also only a 10 minute or so drive from downtown Moncton. Our GPS wasn't updated enough for it's address on \""Marriott drive\"" to be listed in it, but we found the hotel using the cross street \""Harrisville blvd\"" and a random civic address I programmed. The room wasn't cheap, but at 145$ it was the same price as even the crummy motels were asking that weekend, and it was a really nice new hotel. Free coffee and tea in the lobby all the time was nice. Extremely clean rooms and general areas. Nice little indoor swimming pool with a cool waterslide. Big gym, open 24 hrs. Lots of free parking. The free breakfast was pretty standard fare, decent. Staff pleasant and efficient. We called about our air conditioner on the wall not responding to any buttons we pressed. They came straight up to check it out, and turns out there was a control panel on the wall that we hadn't seen because we had the closet door open. Good to know! lol ! \nWe would definitely stay here again next time in town.",5,positive
915,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/292464034.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""I have stayed here at least 10 times so far this year.  On business, family visits and romantic couple visits and it is hands down the best hotel in Moncton.  \n\nThe staff is excellent and will assist you in your requests as needed.  The rooms are super comfortable and clean.  Wifi is excellent and you can watch netflix with no issues here.  Great pool for the kids with a massive waterslide.     \n\nThe breakfast is more than what we would expect from a continental breakfast with excellent choices for all. \n\nIt is located near the airport and has excellent park and fly service.  You are only a few minutes from the major shopping centres.\n\nWith all this hotel has to offer, there is simply no where else you would want to stay. Go here.  You wont regret it \n",5,positive
916,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/624547859.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""By far the best place to stay. Superb hospitality. Staff goes beyond what is expected. I stayed with my 7 year old daughter and we had a blast. Very clean room and the staff went out of their way to make our stay extra special.",5,positive
917,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/264299093.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""My husband and I stayed here for one night (a 'staycation' when we got married, just to get away from the kids).  The hotel is reasonably priced and was spotlessly clean! The hotel is located between two highways and near the airport, but we didn't hear any noise at all; they do offer free shuttle service to the airport and also have one of those 'stay one night, park for 2 weeks free' deals.\n\nThe staff was extremely courteous and friendly. When we told them we'd just gotten married, they sent a small bottle of champagne to our room, free-of-charge.\n\nThe bed was very comfortable.  They have a typical continental breakfast (no restaurant, just an eating area and buffet in the morning). We were 10 minutes late getting to breakfast and, again, the lady who was taking care of the breakfast buffet made sure that we were able to get our breakfast before she closed up.\n\nI'd definitely recommend this hotel to anyone who is looking for a clean, comfortable place to stay with outstanding customer service.",5,positive
918,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/218737084.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""We stayed a week and had an amazing stay! Extremely clean, great breakfast, and wonderful staff. Our daughter is in a power chair and they offer great handicap rooms with roll in showers. We will still there again!!",5,positive
919,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/655408691.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""The only reason not give this property a 5 star rating was because of the shuttle service.  We had a group of 21 people staying and had to leave for the airport at around 3 AM.  The front desk clerk stated that the shuttle was not going to be able to handle us as it was only a small van and it looked after two hotels.  So fortunately we had two half tons and were able to get a lot of people to the airport on our own.  Smaller groups would probably not have an issue with this problem.",4,positive
920,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/504463822.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""We recently stayed at this hotel prior to returning home to Ontario. The check in was quick and efficient and the desk staff were welcoming. The room was quite lovely, large and bright. The bathroom was large and roomy. The beds were very comfortable and we had a great sleep. The hotel itself is relatively close to the airport and there is a shuttle that is available as well.\nThere is a pool with a water slide that my grandson enjoyed and although it was a rather small area it was clean and inviting.\n\nOur room came with breakfast which was very good and the best coffee I had that whole trip. We would like to have been able to stay until later in the afternoon since our flight out wasnt until that evening but they were unable to accommodate that unfortunately. I would definitely stay at this hotel again.",5,positive
921,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/254026692.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""My husband and I stayed here for one night for a Valentine's Day getaway. We were greeted by very friendly staff and were well-informed of amenities. Our King suite was spacious and very clean. The bathroom was huge with a big shower with glass doors. The bed was really nice and comfy with lots of pillows. There was a 'separate' living\u002Fwork area with it's own television too. The free hot breakfast was well stocked with lots of choices - waffles with toppings, oatmeal, yogurt, eggs, cereal, breads, and fresh fruit. The breakfast items were being restocked right up until it was over, which makes you not feel like you have to rush to get there. Really nice atmosphere too. Loved our visit!",4,positive
922,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/177006378.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""I arrived at around 1am of September 9th 2013 after a long trip and even got a small accident: in fact I was carrying 4 bottles of wine with me and 1 happened to break when I got my luggage at baggage claim in the Airport. Well, when the shuttle driver working for the hotel (too bad I never asked his name!!) came to collect me at the Airport was very helpful and when he dropped me at the hotel he offered to wash some of my clothes which have got dirty from the wine bottle breakage.\nThis was very nice of him and I accepted just because it was so late and I needed those pair of jeans for my 8am business meeting! Of course when I woke up early in the morning, my clothes were clean and ready....even more surprising they never charged me anything and also didn't take my tip!!!!\nTo make it short, I invite all of you travelling in the Moncton area to spend the night there, because besides being a brand new hotel with great services, hospitality will make you feel home!!!",5,positive
923,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/200563379.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""I have read some of the other reviews for March 28 and I totally agree with shan434 and others.  We booked the park and fly as we had to leave at 4 am to catch a flight at 6 am.  It's a great spot if you want to party all night but not if you actually need to get some sleep.  It was a free for all with kids up and down the hall and loud drunk people everywhere.  This thing about nobody calling down to complain is ridiculous as I called several times and finally at 1 am I called and gave them a blast at the front desk.  I don't think that they actually did anything about it and the drunks and their kids just finally passed out.  We did not sleep a wink and the start of our much anticipated vacation was ruined.  My wife and I said we would sleep in our vehicle before we ever stay at the Fairfield again as we might actually get sleep in the vehicle.  Total waste of money - Stay away from the Fairfield.",1,negative
924,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/502994109.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""The new Fairfield Inns hit the spot. Best layout of hotel and rooms. This hotel is just out of town but very close to restaurants and area alongthe river. Very easy on off from hwy 2, no morning commuter traffic. ",5,positive
925,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/355170265.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""Stayed there twice on shopping trip to moncton. First stay they upgraded my room to a Queen sized bed suite with pull-out couch. Girlfriend loved the room so much we asked for the same room again on our next stay and they gave it to us (Not sure if it was status or corporate rate we were on).\n\nRoom was large and plenty of space. Staff was excellent, friendly. Breakfast was really good. It may seem a distance from amenities but you are not even 10 minutes drive to the mall or downtown Moncton, maybe another 5 minutes to Trinity Drive shopping area.\n\nOverall excellent stay and looking forward to coming back.",5,positive
926,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/174408993.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""Stayed two nights in July. They had just  opened the hotel. It was extremely clean and nice. Had good wifi signal in the rooms. Had an excellent breakfast buffet better than most. The grounds were beautiful. It is located conveniently to tour the area.the beds The beds were comfortable and it was quiet. We slept very well.if we come back to this area would define lay stay again. The downtown area is a short drive.",5,positive
927,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/174896465.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""We stayed on our way through NB to Maine - great hotel, really convenient to the highway.  The room was well laid out, loved the large shower!  The breakfast included fresh fruit and a large variety of warm and cold breakfast options.  Very friendly front desk staff who gave us a number of good restaurant recommendations.  \nDefinitely recommend staying here.",5,positive
928,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/478259186.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""This was an unexpected delight. Beautiful,spacious,modern room which was well appointed. The kids wanted to come back for the freshly popped popcorn available for free from 7 to 9. The pool was small but clean. The waterslide was fast and fun and adjacent to the pool which was safer for the little ones and less splashing in the pool. Hot fresh breakfast was delicious and free. They offer a great park n fly option which we will definitely do on our next trip. Staff were friendly and efficient. Great stay!",5,positive
929,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/199188060.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""Stayed here one night before heading to Mexico.  Booked through online site.  The room they initially gave us was right beside the lobby and looked out onto the parking lot.  We asked to switch and it was no problem.  They put us on the fourth floor.  The room was awesome and super quiet.  The free shuttle to the airport was great and they amended our reservation so that we could park our truck at the hotel while we were gone.  They even picked us up at the airport when we came back even though we weren't staying there.  Great breakfast spread too!",5,positive
930,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/540255439.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""Good beds! Clean rooms and also the hotel corridors and public areas. Good choices for included breakfast - although would have liked it to remain available a bit later in the morning - 9:30 would have suited our sleeping habits given we were managing a 4-hr time zone shift. Staff were friendly and able to give lots of info about getting around the area. Shuttle to\u002Ffrom airport AND free shuttle to and from the downtown was a super bonus. Will use this hotel again.",5,positive
931,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/390994303.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""It took awhile for the front desk staff to acknowledge us standing at the counter, and even longer for someone to finally find the time to check us in. We felt like an in convince to them. The hotel lobby and rooms are very nicely decorated. Wish they spent more money on the rock hard beds and rough bedding. Pillows were horrible. No pressure in the shower. Given only 1 towel each and no floor towel. Breakfast was standard - oj from a machine and everything was picked over - ugh. \nThe pool was very tiny and taken over by a baseball team so we didn't use it. \nSuggest finding another hotel who cares about their guests and maybe could crack a smile. Lots of other hotels in the area.",1,negative
932,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/354899477.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""Room was clean and beds comfy, customer service was great, we had early morning flight and they offered us a packed breakfast to go, there were a lot of folks staying at the hotel on our flight so they offered us a taxi at their expense so we could depart at the time we wanted! Rather then having to depart at a time that was too early or too late for us. I would stay here again in a heartbeat!",4,positive
933,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/401287337.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""Pros: Free breakfast with a wide varieties available, self-served waffle machines, hot scrambled eggs, cold hard boiled eggs, hot breakfast sausages, oatmeal etc.\nCons: Very cold pool water and the pool closes early in the evening too.",4,positive
934,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/543707099.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""Well I had to go back to Moncton for a two and a half week course, had good luck before and decided to try hotel again, not disappointed, very clean great staff, Marriott celebrating birthday, free finger food and drink, was speaking to manager of staff and asked if I had any complaints staff wise or room, I thought it was a good thing that I couldn't think of a thing. I would definitely go back even not for work.",5,positive
935,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/663582490.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""We were there for the first time at the end of March. We needed a park'n fly. Usually we book another hotel at Dieppe but that one is better. All brand new, close to airport with shuttle, very clean, good service and a very good breakfast in the morning. \nFor sure I will go there the next time.",5,positive
936,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/245525156.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""We stayed the night and used the park and fly option to leave our car for the week. It was perfect, clean comfortable and convenient. The free shuttle was ready to go when we left, and quick to come pick us up. When you add up parking and the included breakfast, it wasn't much more to have the room for the night and not have to stress over driving in bad weather conditions.",5,positive
937,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/690136938.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""We spent two nights here, one on the way to Newfoundland and another night on the way back.  The price was reasonable for the Moncton area.  Our room was very comfortable and clean.  Beds were great.  The bathroom had lots of counter space, and good quality toiletries.  I didn't try the pool, but it looked good.  The free breakfast was excellent, with eggs, sausages, waffle maker, oatmeal with toppings, fresh fruit, etc.  The location is a bit isolated, making it very quiet, but there are restaurants and stores not too far away.  Staff were great.  I wouldn't hesitate to stay here again.",5,positive
938,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/462338608.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""I stay here often while traveling for work almost once per month. The staff are absolutely amazing, very helpful and friendly. Always make me feel welcome and it speaks volumes about their Management team. I always feel as close to home as one can while working on the road. I thank you all for always going above and beyond.",5,positive
939,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/189510455.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""Stayed here for New Year's Eve with relatives; new, clean and modern. It's one of the best in Moncton for sure! The bathroom was spacious and clean, a big PLUS in my book. Staff was nice and really tried hard to please the guests and answered inquiries promptly. The only thing that I noticed that was a bit disappointing was that it was noisy, we could hear people running and walking all around us, especially above us. Soundproofing is not the best, this seems to be an issue with most new hotels. I heard no planes however, yes the airport is near, but this is not Chicago or Toronto, there is not that much air traffic...\nThere was not much left at breakfast, maybe we were a little too late to go downstairs to grab a bite. I will return and would recommend to others.",4,positive
940,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/379490185.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""Our room was very clean, modern and well appointed.  The staff in the lobby could not have been nicer!  They recommended a restaurant nearby (Bistro 33) for dinner . . and it was spectacular!  They should be commended to have such a good recommendation for a superb place to dine!  The bedding was top rate.  It is reasonably priced and a terrific value for the moneh.",5,positive
941,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/174492441.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""We stayed one night and had a great stay! Staff was very friendly, the hotel was brand new, you could smell it! Breakfast was great the waffles were delicious and lots of selection. Best hotel I stayed in a long time! ",5,positive
942,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/611038058.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""Nice property,comfortable and clean rooms and lobby but many food\u002Fcoffee stains on 2nd floor hallway,  \nNice rooms with comfortable beds \nIncluded do-it-yourself breakfast was standard fare for Fairfield  - breads, pastries, coffee, juice, cold cereals and hot oatmeal,  scrambled eggs, sausages,   waffles, fruit etc. -  nothing fancy with gets you going in the morning. \nRecommended. No hesitation to stay here again .",4,positive
943,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/183324679.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""Fairfield takes the stodgy stuff shirt out of hotels and puts in fresh, fun and comfortable. This property is no different than Montreal or Newfoundland. The breakfast is competent and the rooms comfortable and quiet. We'll done Marriott. ",5,positive
944,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/219367212.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""My friend and I stayed here for two nights near the end of an eastern Canada road trip and loved it.\nRooms were clean, large and modern, beds were comfortable, bathroom was huge, TV worked well.\nTwo minor issues were that the indoor pool was small and VERY cold, and there are no blackout curtains. We were in room 406, overlooking the parking lot with very bright street lights. Made it difficult to lay facing the window and fall asleep.\nOverall, though, it was a great stay and would definitely stay there again if ever in Moncton! (Just maybe on the opposite side of the building)",4,positive
945,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/380706664.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""Hotel is new, and has average room size for a Fairfield.  My problem was with the thin construction.  We heard noises all night long, both from neighbors and from the mechanical innards of the building. Also, note that there is no food or anything interesting within walking distance. It's out in a field outside of town all by itself.  While I usually enjoy Fairfield Inns when I travel, I can't recommend this one considering the other very good options in the area within the same price range.",2,negative
946,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/610252520.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""We arrived here late in the evening and were heading out early the next day so we really didn't need anything spectacular but WOW this place was great.  Friendly hotel staff, extremely clean hotel room, comfortable bed and great breakfast as well.  It's too bad that I did not have to stay there several nights.  Highly recommended for all",5,positive
947,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/210731941.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""It is customary for these chain hotels to cover the basics adequately, with minimal efforts toward the extraordinary. Not so with this relatively recent addition to the Marriott family of Inns. As a handicapped individual, (single leg amputee) the hotel was well designed to allow easy access throughout. Upon check-in, Jason and Alex were very accommodating as to my needs. They ensured that my room worked perfectly! They offered recommendations for nearby restaurants and entertainment options.\nMy room was quite clean as is the hotel. Ample breakfast abounds - and it's free! Very convenient location for the mall, movies, many restaurants, airport and amusement park (indoors)...\n\nDesk staff were courteous to all, performed security sweeps of facility, interacted with guests and were engaging.",5,positive
948,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/440019958.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""My wife,child and I stayed at the hotel 3 weeks ago. The staff are friendly, large clean rooms. Nice little gym and small pool with spiral slide. The only thing that would have made the pool area better is a hot tub. The hotel is 15-20 minutes or so from magic mountain,Cabela's,Bass Pro and the Zoo \nOverall it was a great stay! ",4,positive
949,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/580421298.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""I travel to New Brunswick frequently for business and this has become my home base while travelling around the province.  I stay at MANY hotels throughout the year and there is just something about this one that keeps me returning.  The front desk staff is really top notch.  I have encountered about 8 different front desk staff and each impress me (except one.  ugh,  I hate that one,  just kidding).  It appears as though they remember me after just 1 check in with them,  although I have a strange quirk in my name with the Marriott rewards program and they may remember me from that.  They really do listen to any issues and address them right away.  You can tell this property is managed very well.  I also need to thank the cleaning staff.  I have never had any issues with cleanliness and I see them working hard on rooms as I walk by.  A special shout out to the guy that vacuums and cleans the public spaces.  I do not know his name,  but I am always so impressed by his work ethic and attention to details!!   I guess to sum this up,  thanks to all the people that work to make this a great and inviting place to be.",5,positive
950,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/457364044.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""Have only good things to say about this hotel after staying June 2016. Was travelling on a very hot day, arrived around lunch time and inquired about possibility of early check in as travelling with a pet in the car was very difficult in the hot weather. Was greeted with smiles and allowed to check in right away. Room was clean, fresh and comfy for us all. Lots of space for luggage and dog kennel. Easy access in and out of building for doggy breaks. We were even allowed a late checkout the following day so that we could shop a bit on our own while the pup enjoyed her air conditioned room. Will stay here every time we are in the area. Fabulous location and staff!",5,positive
951,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/610849061.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""This is a fairly new property. It has a nice out door patio area. The front desk staff were very friendly and helpful. We called the front desk looking for a bottle opener and in seconds there was a knock on the door and it was actually the front desk clerk bringing it to us herself so we didn't have to wait. The rooms are gorgeous and very well cleaned. I would recommend this be your place to stay in Moncton.",5,positive
952,/Users/chuchu/Documents/MIE 1513/assignment-sa-winter-chuchu0428/data/ca/154958/4054636/297729594.html,Fairfield Inn &amp; Suites by Marriott Moncton,"""A very nice, clean, and well run property.  At least, that's what we experienced for our one night stay before heading down to Hopewell Rocks.  Breakfast offering was displayed nicely and was quite good as well.  There were some kids running in the halls, but they weren't a problem in the late evening.",5,positive
